id,num_pax_000_014_mins_before_sdt,num_pax_015_029_mins_before_sdt,num_pax_030_044_mins_before_sdt,num_pax_045_059_mins_before_sdt,num_pax_060_074_mins_before_sdt,num_pax_075_089_mins_before_sdt,num_pax_090_104_mins_before_sdt,num_pax_105_119_mins_before_sdt,num_pax_120_134_mins_before_sdt,num_pax_135_149_mins_before_sdt,num_pax_150_164_mins_before_sdt,num_pax_165_179_mins_before_sdt,num_pax_180_194_mins_before_sdt,num_pax_195_209_mins_before_sdt,num_pax_210_224_mins_before_sdt,num_pax_225_239_mins_before_sdt,num_pax_240plus_mins_before_sdt
1530,0.02,0.15,2.19,7.37,15.3,20.54,20.6,17.78,13.76,9.15,6.79,4.39,3.59,2.19,1.02,0.52,1.26
1531,0.02,0.15,2.24,7.74,15.41,20.51,20.82,17.49,13.97,9.39,7.02,4.56,3.76,2.26,1.13,0.57,1.31
1522,0.53,0.25,1.66,7.25,14.43,18.82,19.46,18.66,13.6,8.67,6.92,4.14,2.98,1.52,1.01,0.51,0.84
1523,0.53,0.25,1.99,7.55,14.56,18.87,19.24,18.69,13.43,8.79,6.82,4.1,2.93,1.48,0.99,0.49,0.78
1524,0.53,0.25,1.66,7.25,14.43,18.82,19.46,18.66,13.6,8.67,6.92,4.14,2.98,1.52,1.01,0.51,0.84
1525,0.53,0.25,1.66,7.2,14.16,18.56,19.19,18.67,13.52,9.04,7.0,4.2,3.01,1.68,0.99,0.51,0.88
1526,0.53,0.25,1.66,7.2,14.16,18.56,19.19,18.67,13.52,9.04,7.0,4.2,3.01,1.68,0.99,0.51,0.88
1554,0.53,0.26,1.64,7.25,14.32,18.67,19.18,18.54,13.3,8.64,6.76,4.04,2.93,1.48,0.99,0.49,0.78
1552,0.22,0.27,2.53,7.68,16.12,21.0,19.96,17.06,13.21,7.94,5.53,3.96,2.21,1.47,0.72,0.48,0.94
1553,0.22,0.3,2.44,7.47,16.31,21.13,20.92,17.38,13.69,8.73,5.79,4.25,2.65,1.71,0.83,0.53,0.93
1549,0.52,0.19,2.15,7.17,14.74,19.82,19.96,17.96,14.02,8.76,6.85,4.16,3.15,1.94,1.14,0.55,0.89
1550,0.03,0.14,2.18,7.22,14.77,19.76,20.03,18.05,14.02,8.78,6.84,4.09,3.14,1.94,1.13,0.55,0.89
1551,0.52,0.18,2.24,7.23,15.1,19.99,20.01,17.97,14.12,8.57,6.81,4.05,3.04,1.84,1.1,0.55,0.86
1545,0.02,0.15,2.18,7.3,14.98,20.17,20.41,17.31,13.76,9.14,6.75,4.4,3.62,2.21,1.02,0.52,1.28
1546,0.02,0.15,2.18,7.3,14.98,20.17,20.41,17.31,13.76,9.14,6.75,4.4,3.62,2.21,1.02,0.52,1.28
1547,0.02,0.15,2.18,7.3,14.98,20.17,20.41,17.31,13.76,9.14,6.75,4.4,3.62,2.21,1.02,0.52,1.28
1548,0.02,0.15,2.18,7.45,15.09,20.27,20.76,17.98,14.26,9.56,7.3,4.81,4.09,2.48,1.34,0.59,1.31
1538,0.53,0.25,1.65,7.2,14.61,19.05,19.59,18.97,13.5,8.7,6.89,4.21,2.96,1.56,1.02,0.51,0.87
1539,0.53,0.25,1.65,7.31,14.46,18.9,19.4,18.53,13.77,8.92,7.09,4.32,3.12,1.61,1.12,0.56,0.85
1540,0.53,0.25,1.65,7.31,14.46,18.9,19.4,18.53,13.77,8.92,7.09,4.32,3.12,1.61,1.12,0.56,0.85
1541,0.53,0.26,1.64,7.25,14.32,18.67,19.18,18.54,13.3,8.64,6.76,4.04,2.93,1.48,0.99,0.49,0.78
1542,0.53,0.25,1.76,7.25,14.59,18.71,19.42,18.68,13.09,8.66,6.76,4.02,2.88,1.51,0.99,0.49,0.8
1543,0.53,0.26,1.64,7.25,14.32,18.67,19.18,18.54,13.3,8.64,6.76,4.04,2.93,1.48,0.99,0.49,0.78
1544,0.53,0.26,1.64,7.25,14.32,18.67,19.18,18.54,13.3,8.64,6.76,4.04,2.93,1.48,0.99,0.49,0.78
1565,0.02,0.17,2.22,7.42,15.02,20.33,21.14,18.26,13.82,9.2,7.07,4.67,3.9,2.25,1.13,0.66,1.3
1566,0.02,0.12,2.18,7.55,14.97,20.35,20.22,17.09,13.79,8.88,6.42,4.31,3.52,2.1,1.07,0.55,1.25
1567,0.02,0.17,2.22,7.42,15.02,20.33,21.14,18.26,13.82,9.2,7.07,4.67,3.9,2.25,1.13,0.66,1.3
1564,0.52,0.19,2.22,6.94,14.69,19.68,19.59,17.23,13.36,8.16,6.31,3.75,2.87,1.81,1.1,0.54,0.86
1560,0.02,0.16,2.23,7.36,15.17,20.39,20.83,17.96,13.78,9.1,6.73,4.48,3.7,2.21,1.06,0.57,1.36
1561,0.02,0.15,2.19,7.4,15.15,20.33,20.49,17.37,13.72,9.09,6.67,4.36,3.58,2.2,1.01,0.52,1.26
1562,0.02,0.15,2.19,7.4,15.15,20.33,20.49,17.37,13.72,9.09,6.67,4.36,3.58,2.2,1.01,0.52,1.26
1563,0.02,0.12,2.18,7.31,14.82,20.15,20.89,18.03,14.15,9.53,7.17,4.69,3.81,2.26,1.13,0.59,1.31
1555,0.53,0.25,1.69,7.27,14.43,18.82,19.26,18.57,13.71,8.66,6.77,4.03,2.92,1.49,0.99,0.49,0.78
1556,0.53,0.25,1.77,7.31,14.79,19.17,19.71,18.95,13.46,9.02,7.04,4.3,3.07,1.67,1.12,0.55,0.84
1557,0.53,0.25,1.76,7.29,14.71,18.95,19.54,18.84,13.5,8.76,6.85,4.19,2.93,1.54,1.01,0.5,0.85
1558,0.53,0.25,1.66,7.24,14.45,18.89,19.51,18.76,13.35,8.66,6.85,4.05,2.95,1.52,1.0,0.5,0.8
1559,0.53,0.25,1.76,7.25,14.59,18.71,19.42,18.68,13.09,8.66,6.76,4.02,2.88,1.51,0.99,0.49,0.8
1585,0.53,0.25,1.63,7.2,14.39,18.77,19.4,18.78,13.52,8.99,7.01,4.28,3.0,1.68,1.0,0.52,0.92
1582,0.02,0.12,2.14,7.38,14.8,19.9,20.2,17.02,13.94,8.92,6.47,4.36,3.53,2.1,1.07,0.55,1.26
1583,0.02,0.12,2.1,7.41,14.88,20.08,20.64,17.91,14.22,9.6,7.02,4.67,3.81,2.29,1.11,0.56,1.21
1584,0.02,0.16,2.09,7.37,15.49,20.37,20.27,17.15,13.54,9.41,6.86,4.59,3.53,2.2,1.08,0.58,1.25
1580,0.04,0.16,2.18,7.67,15.28,20.5,20.65,17.99,13.85,9.34,6.78,4.45,3.66,2.27,1.07,0.54,1.26
1581,0.04,0.16,2.18,7.67,15.28,20.5,20.65,17.99,13.85,9.34,6.78,4.45,3.66,2.27,1.07,0.54,1.26
1575,0.02,0.16,2.14,7.42,15.02,20.19,20.67,18.18,14.44,9.76,7.15,4.62,3.84,2.31,1.11,0.56,1.25
1576,0.02,0.16,2.14,7.42,15.02,20.19,20.67,18.18,14.44,9.76,7.15,4.62,3.84,2.31,1.11,0.56,1.25
1577,0.02,0.15,2.16,7.34,15.15,20.41,20.13,17.45,13.95,9.2,6.9,4.49,3.78,2.36,1.22,0.52,1.27
1578,0.02,0.16,2.14,7.42,15.02,20.19,20.67,18.18,14.44,9.76,7.15,4.62,3.84,2.31,1.11,0.56,1.25
1579,0.04,0.16,2.19,7.33,14.86,20.02,20.74,17.67,13.81,9.2,6.83,4.45,3.62,2.14,1.05,0.56,1.21
1568,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1569,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1570,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1571,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1572,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1573,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1574,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1611,0.02,0.15,2.26,7.72,15.28,20.48,20.9,17.57,14.09,9.49,6.99,4.57,3.74,2.33,1.15,0.57,1.33
1606,0.02,0.15,2.14,7.46,15.06,20.01,20.97,17.87,14.29,9.57,6.99,4.63,3.84,2.32,1.15,0.57,1.37
1607,0.02,0.12,2.12,7.24,14.75,19.93,20.73,17.83,14.16,9.49,6.97,4.63,3.9,2.33,1.16,0.59,1.32
1608,0.04,0.16,2.15,7.58,15.18,20.35,20.66,17.97,13.84,9.33,6.74,4.44,3.66,2.25,1.07,0.54,1.26
1609,0.04,0.16,2.15,7.58,15.18,20.35,20.66,17.97,13.84,9.33,6.74,4.44,3.66,2.25,1.07,0.54,1.26
1610,0.02,0.12,2.14,7.31,14.93,20.0,20.68,17.57,14.13,9.47,7.03,4.62,3.84,2.27,1.16,0.57,1.32
1594,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1595,0.02,0.15,2.15,7.41,15.33,20.61,20.35,17.78,13.94,9.23,6.97,4.47,3.81,2.34,1.21,0.52,1.25
1596,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1597,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1598,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1599,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1600,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1601,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1602,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1603,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1604,0.02,0.12,2.2,7.36,14.81,20.13,20.82,18.15,14.21,9.62,7.18,4.71,3.86,2.32,1.14,0.59,1.31
1605,0.02,0.12,2.2,7.36,14.81,20.13,20.82,18.15,14.21,9.62,7.18,4.71,3.86,2.32,1.14,0.59,1.31
1586,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1587,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1588,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1589,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1590,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1591,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1592,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1593,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
1624,0.05,0.16,2.08,8.46,14.35,19.18,19.42,17.17,13.09,7.93,5.45,4.09,2.16,1.51,0.66,0.36,2.49
1625,0.05,0.16,2.08,8.46,14.35,19.18,19.42,17.17,13.09,7.93,5.45,4.09,2.16,1.51,0.66,0.36,2.49
1622,0.06,0.17,1.93,8.86,14.48,20.05,21.07,19.91,13.12,8.34,5.94,3.82,2.36,1.33,0.64,0.36,1.36
1623,0.06,0.17,1.8,8.42,14.13,20.3,22.12,19.52,13.63,8.15,5.76,3.83,2.07,1.26,0.59,0.33,1.23
1620,0.05,0.16,1.92,8.38,14.41,18.82,18.61,16.29,12.77,7.56,5.17,3.72,2.03,1.45,0.61,0.3,2.02
1621,0.05,0.16,1.92,8.38,14.41,18.82,18.61,16.29,12.77,7.56,5.17,3.72,2.03,1.45,0.61,0.3,2.02
1612,0.05,0.16,2.08,8.46,14.35,19.18,19.42,17.17,13.09,7.93,5.45,4.09,2.16,1.51,0.66,0.36,2.49
1613,0.05,0.16,2.08,8.46,14.35,19.18,19.42,17.17,13.09,7.93,5.45,4.09,2.16,1.51,0.66,0.36,2.49
1614,0.05,0.16,2.01,8.44,14.37,18.61,18.47,16.36,12.86,7.37,5.12,3.64,2.02,1.42,0.6,0.3,2.0
1615,0.05,0.16,2.01,8.44,14.37,18.61,18.47,16.36,12.86,7.37,5.12,3.64,2.02,1.42,0.6,0.3,2.0
1616,0.05,0.16,2.07,8.43,14.73,18.99,19.03,16.53,13.24,7.62,5.0,3.62,1.72,1.26,0.57,0.25,1.72
1617,0.05,0.16,2.07,8.4,14.76,19.25,19.38,16.81,13.26,7.8,5.39,4.02,2.1,1.54,0.67,0.36,2.44
1618,0.05,0.16,2.08,8.46,14.35,19.18,19.42,17.17,13.09,7.93,5.45,4.09,2.16,1.51,0.66,0.36,2.49
1619,0.05,0.16,2.07,8.4,14.76,19.25,19.38,16.81,13.26,7.8,5.39,4.02,2.1,1.54,0.67,0.36,2.44
1631,0.24,0.27,2.42,7.2,15.8,20.41,20.22,16.85,13.67,8.55,5.78,4.1,2.36,1.47,0.83,0.5,1.19
1630,0.23,0.29,2.35,7.95,16.24,20.67,20.27,18.57,12.73,8.26,5.54,3.97,2.11,1.12,0.62,0.44,0.86
1628,0.24,0.27,2.41,7.2,15.6,20.21,20.11,16.67,13.47,8.42,5.73,4.09,2.35,1.43,0.82,0.5,1.19
1629,0.22,0.26,2.53,7.29,15.91,20.58,20.1,17.05,13.92,8.28,5.82,3.85,2.22,1.48,0.75,0.56,0.99
1627,0.22,0.26,2.49,7.28,15.61,20.4,19.79,17.01,13.94,8.2,5.74,3.87,2.21,1.48,0.74,0.55,1.02
1626,0.24,0.27,2.42,7.2,15.8,20.41,20.22,16.85,13.67,8.55,5.78,4.1,2.36,1.47,0.83,0.5,1.19
1644,0.22,0.26,2.46,7.28,15.76,20.07,19.65,16.8,13.74,8.23,5.73,4.0,2.31,1.57,0.77,0.54,0.98
1645,0.29,0.38,2.54,7.38,15.48,19.74,19.48,16.34,13.25,7.9,5.57,3.84,2.19,1.48,0.73,0.5,1.04
1646,0.22,0.26,2.56,7.53,15.66,20.42,19.18,16.52,13.57,7.9,5.48,3.86,2.23,1.43,0.76,0.47,0.92
1641,0.02,0.16,2.13,7.45,15.19,20.25,20.83,18.39,14.37,9.73,7.42,4.86,3.86,2.35,1.18,0.64,1.28
1642,0.02,0.16,2.13,7.45,15.19,20.25,20.83,18.39,14.37,9.73,7.42,4.86,3.86,2.35,1.18,0.64,1.28
1643,0.02,0.16,2.13,7.45,15.19,20.25,20.83,18.39,14.37,9.73,7.42,4.86,3.86,2.35,1.18,0.64,1.28
1635,0.02,0.17,2.26,7.61,15.13,20.71,20.95,18.2,13.56,9.08,6.88,4.54,3.78,2.23,1.13,0.64,1.3
1636,0.02,0.17,2.33,7.81,15.78,21.09,20.83,18.03,13.65,9.0,6.87,4.54,3.64,2.24,1.15,0.63,1.34
1637,0.02,0.17,2.26,7.61,15.13,20.71,20.95,18.2,13.56,9.08,6.88,4.54,3.78,2.23,1.13,0.64,1.3
1638,0.02,0.17,2.33,7.81,15.78,21.09,20.83,18.03,13.65,9.0,6.87,4.54,3.64,2.24,1.15,0.63,1.34
1639,0.02,0.15,2.24,7.48,15.4,20.55,20.59,17.46,13.77,9.2,6.83,4.38,3.57,2.22,1.06,0.55,1.37
1640,0.02,0.17,2.26,7.61,15.13,20.71,20.95,18.2,13.56,9.08,6.88,4.54,3.78,2.23,1.13,0.64,1.3
1632,0.02,0.15,2.24,7.74,15.41,20.51,20.82,17.49,13.97,9.39,7.02,4.56,3.76,2.26,1.13,0.57,1.31
1633,0.02,0.15,2.24,7.54,15.38,20.42,20.73,17.22,13.65,9.06,6.78,4.37,3.62,2.13,1.06,0.55,1.31
1634,0.02,0.15,2.19,7.37,15.3,20.54,20.6,17.78,13.76,9.15,6.79,4.39,3.59,2.19,1.02,0.52,1.26
1657,0.22,0.27,2.52,7.47,15.9,20.41,19.83,17.11,13.92,8.66,6.41,4.33,2.64,1.87,0.94,0.55,1.0
1658,0.22,0.27,2.51,7.51,15.9,20.42,19.52,16.65,13.18,7.97,5.54,3.94,2.34,1.48,0.73,0.49,0.89
1659,0.22,0.26,2.45,7.25,16.06,20.92,20.76,17.21,13.43,8.61,5.8,4.2,2.68,1.67,0.74,0.51,1.31
1660,0.22,0.3,2.62,7.63,16.21,21.13,20.02,17.21,13.43,8.5,5.69,4.18,2.63,1.63,0.83,0.53,0.93
1656,0.02,0.16,2.25,7.6,15.4,20.58,20.96,17.74,13.92,9.17,6.81,4.4,3.68,2.19,1.05,0.55,1.37
1652,0.04,0.16,2.13,7.3,14.96,20.39,20.65,18.38,13.96,9.41,7.1,4.63,3.73,2.2,1.14,0.64,1.28
1653,0.02,0.16,2.21,7.48,15.43,20.52,20.8,18.36,14.0,9.27,7.1,4.54,3.67,2.17,1.09,0.62,1.27
1654,0.02,0.16,2.21,7.48,15.43,20.52,20.8,18.36,14.0,9.27,7.1,4.54,3.67,2.17,1.09,0.62,1.27
1655,0.04,0.14,2.21,7.49,15.3,20.25,20.67,18.37,14.14,9.48,7.2,4.62,3.73,2.2,1.14,0.64,1.28
1647,0.02,0.16,2.19,7.43,15.17,20.38,20.86,17.84,14.01,9.39,6.89,4.53,3.74,2.28,1.15,0.57,1.37
1648,0.02,0.15,2.18,7.3,14.98,20.17,20.41,17.31,13.76,9.14,6.75,4.4,3.62,2.21,1.02,0.52,1.28
1649,0.02,0.16,2.19,7.43,15.17,20.38,20.86,17.84,14.01,9.39,6.89,4.53,3.74,2.28,1.15,0.57,1.37
1650,0.02,0.15,2.18,7.3,14.98,20.17,20.41,17.31,13.76,9.14,6.75,4.4,3.62,2.21,1.02,0.52,1.28
1651,0.02,0.15,2.18,7.45,15.09,20.27,20.76,17.98,14.26,9.56,7.3,4.81,4.09,2.48,1.34,0.59,1.31
1673,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
1674,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
1675,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
1676,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
1677,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
1678,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
1679,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
1671,0.04,0.17,2.14,7.6,15.13,20.14,20.78,18.03,14.5,9.95,7.24,4.63,3.82,2.32,1.15,0.56,1.27
1672,0.02,0.15,2.17,7.46,15.42,20.57,20.34,17.59,13.92,9.27,6.87,4.37,3.59,2.18,1.02,0.52,1.25
1666,0.02,0.14,2.21,7.34,15.12,20.46,20.91,18.02,13.72,9.09,7.05,4.62,3.73,2.2,1.14,0.65,1.34
1667,0.02,0.14,2.21,7.34,15.12,20.46,20.91,18.02,13.72,9.09,7.05,4.62,3.73,2.2,1.14,0.65,1.34
1668,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
1669,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
1670,0.04,0.18,2.25,7.52,15.35,20.55,20.69,18.05,14.13,9.39,7.24,4.68,3.79,2.22,1.19,0.67,1.34
1661,0.02,0.15,2.19,7.4,15.15,20.33,20.49,17.37,13.72,9.09,6.67,4.36,3.58,2.2,1.01,0.52,1.26
1662,0.02,0.15,2.17,7.31,15.04,20.37,20.53,17.68,13.66,9.1,6.71,4.36,3.57,2.19,1.01,0.52,1.26
1663,0.02,0.15,2.19,7.4,15.15,20.33,20.49,17.37,13.72,9.09,6.67,4.36,3.58,2.2,1.01,0.52,1.26
1664,0.02,0.15,2.22,7.34,15.09,20.36,20.88,17.7,13.74,9.04,6.82,4.45,3.64,2.14,1.05,0.57,1.31
1665,0.02,0.15,2.19,7.4,15.15,20.33,20.49,17.37,13.72,9.09,6.67,4.36,3.58,2.2,1.01,0.52,1.26
1696,0.02,0.12,2.16,7.37,14.68,20.12,19.62,17.0,14.06,8.73,6.36,4.05,3.16,2.06,1.05,0.54,1.06
1695,0.02,0.15,2.17,7.27,14.77,19.99,21.01,17.82,14.04,9.46,7.16,4.77,4.04,2.28,1.17,0.63,1.38
1688,0.04,0.15,2.25,7.45,15.22,20.27,20.79,17.77,13.9,9.25,7.11,4.68,3.79,2.23,1.19,0.67,1.35
1689,0.04,0.18,2.19,7.47,15.05,19.9,21.14,18.36,13.89,9.34,7.28,4.73,4.02,2.21,1.18,0.68,1.3
1690,0.02,0.14,2.24,7.42,15.19,20.38,20.48,17.12,13.79,9.09,6.92,4.45,3.63,2.17,1.06,0.55,1.34
1691,0.04,0.18,2.19,7.47,15.05,19.9,21.14,18.36,13.89,9.34,7.28,4.73,4.02,2.21,1.18,0.68,1.3
1692,0.04,0.16,2.29,7.51,15.41,20.41,20.7,18.18,13.92,9.22,7.12,4.69,3.8,2.22,1.19,0.67,1.34
1693,0.04,0.18,2.19,7.47,15.05,19.9,21.14,18.36,13.89,9.34,7.28,4.73,4.02,2.21,1.18,0.68,1.3
1694,0.04,0.18,2.19,7.47,15.05,19.9,21.14,18.36,13.89,9.34,7.28,4.73,4.02,2.21,1.18,0.68,1.3
1680,0.02,0.15,2.16,7.34,15.15,20.41,20.13,17.45,13.95,9.2,6.9,4.49,3.78,2.36,1.22,0.52,1.27
1681,0.04,0.16,2.25,7.52,15.23,20.38,20.55,17.93,13.97,9.32,6.93,4.55,3.75,2.22,1.11,0.59,1.31
1682,0.02,0.12,2.17,7.42,14.97,20.29,20.68,18.28,14.33,9.72,7.25,4.71,3.91,2.33,1.16,0.59,1.31
1683,0.04,0.16,2.25,7.52,15.23,20.38,20.55,17.93,13.97,9.32,6.93,4.55,3.75,2.22,1.11,0.59,1.31
1684,0.02,0.15,2.16,7.34,15.15,20.41,20.13,17.45,13.95,9.2,6.9,4.49,3.78,2.36,1.22,0.52,1.27
1685,0.04,0.16,2.19,7.33,14.86,20.02,20.74,17.67,13.81,9.2,6.83,4.45,3.62,2.14,1.05,0.56,1.21
1686,0.02,0.16,2.14,7.42,15.02,20.19,20.67,18.18,14.44,9.76,7.15,4.62,3.84,2.31,1.11,0.56,1.25
1687,0.04,0.16,2.19,7.33,14.86,20.02,20.74,17.67,13.81,9.2,6.83,4.45,3.62,2.14,1.05,0.56,1.21
1721,0.02,0.15,2.12,7.43,14.96,20.33,20.84,18.37,14.25,9.66,7.29,4.65,3.85,2.24,1.1,0.56,1.2
1722,0.02,0.15,2.15,7.29,14.82,20.17,20.5,17.73,13.86,9.15,6.82,4.45,3.65,2.1,1.0,0.54,1.19
1718,0.02,0.15,2.18,7.41,15.25,20.49,20.19,17.49,14.04,9.22,6.91,4.51,3.79,2.37,1.22,0.52,1.27
1719,0.02,0.15,2.19,7.49,15.17,20.48,20.76,18.19,14.27,9.59,7.23,4.69,3.85,2.27,1.15,0.59,1.31
1720,0.02,0.15,2.21,7.41,15.14,20.34,21.05,18.35,14.23,9.61,7.52,4.88,3.98,2.32,1.22,0.67,1.34
1710,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
1711,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
1712,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
1713,0.04,0.16,2.25,7.49,15.13,20.16,20.59,18.32,14.07,9.43,7.17,4.63,3.77,2.25,1.15,0.64,1.23
1714,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
1715,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
1716,0.04,0.16,2.26,7.44,15.22,20.2,20.79,17.87,14.07,9.38,7.25,4.68,3.79,2.23,1.19,0.67,1.35
1717,0.04,0.15,2.15,7.4,14.93,19.94,20.44,17.8,14.06,9.45,7.19,4.62,3.76,2.27,1.15,0.64,1.23
1697,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1698,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1699,0.02,0.15,2.15,7.29,14.82,20.17,20.5,17.73,13.86,9.15,6.82,4.45,3.65,2.1,1.0,0.54,1.19
1700,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1701,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1702,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1703,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1704,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1705,0.02,0.15,2.26,7.57,15.05,20.37,20.9,17.94,14.04,9.5,6.98,4.59,3.74,2.36,1.14,0.57,1.32
1706,0.02,0.15,2.13,7.3,14.83,20.23,20.71,18.57,14.42,9.71,7.51,4.82,3.9,2.28,1.17,0.64,1.22
1707,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1708,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
1709,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
